总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
61.0,10235,黄陂 盘龙城 ,08经典,3室2厅1厨1卫,中楼层 (共18层),59.6㎡,复式,暂无数据,塔楼,南 北,钢混结构,精装,两梯六户,有,暂无数据,2023-09-04,商品房,2023-11-03,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231103493xL
78.0,11570,黄陂 盘龙城 三至四环,名流人和天地四期,3室2厅1厨1卫,高楼层 (共26层),67.42㎡,平层,51.7㎡,板楼,西南,钢混结构,简装,两梯六户,有,暂无数据,2022-08-08,商品房,2021-11-29,普通住宅,满两年,共有,"
                                有抵押 9万元 客户偿还
                              ",已上传房本照片,	20220820F38Oc
75.0,8315,黄陂 盘龙城 ,08经典,3室1厅1厨1卫,中楼层 (共18层),90.2㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,暂无数据,2023-09-07,商品房,2023-09-08,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202207154evbr
68.0,8359,黄陂 盘龙城 三至四环,恒大龙城,2室2厅1厨1卫,中楼层 (共12层),81.35㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯六户,有,暂无数据,2022-09-07,商品房,2022-07-08,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220908bkAha
70.0,8888,黄陂 盘龙城 三至四环,珑璟轩,2室2厅1厨1卫,中楼层 (共27层),78.76㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯五户,有,暂无数据,2022-07-20,商品房,2022-07-20,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220720eLvRs
80.0,8388,黄陂 武湖 三至四环,汉北玺园,3室2厅1厨1卫,高楼层 (共24层),95.38㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-04-24,商品房,2022-03-24,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220416T0Dh9
54.0,7725,黄陂 黄陂其它 三至四环,汉北水晶城,2室1厅1厨1卫,中楼层 (共16层),69.91㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯十二户,有,暂无数据,2023-10-19,商品房,2023-10-19,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,202109267Nc61
80.0,6740,黄陂 黄陂其它 三至四环,天纵御景湾,3室2厅1厨2卫,高楼层 (共18层),118.71㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-08-29,商品房,2022-10-13,普通住宅,未满两年,非共有,"
                                有抵押 44万元 中国银行 业主自还
                              ",已上传房本照片,20230829tAfxA
76.0,8840,黄陂 盘龙城 三至四环,天纵颐景康城,2室1厅1厨1卫,中楼层 (共28层),85.98㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-09-05,商品房,2022-06-10,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220803UYJUN
80.0,8329,黄陂 盘龙城 二至三环,城投丰山府,3室2厅1厨1卫,低楼层 (共29层),96.05㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-06-09,商品房,2023-06-09,普通住宅,未满两年,共有,"
                                有抵押 56万元
                              ",已上传房本照片,20230609kow6k
75.0,8984,黄陂 盘龙城 ,汉口湖畔三期,2室2厅1厨1卫,高楼层 (共16层),83.49㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-10-25,商品房,2023-02-16,普通住宅,未满两年,共有,"
                                有抵押 25万元 光大银行 客户偿还
                              ",已上传房本照片,20230509RCQtn
66.0,8105,黄陂 盘龙城 三至四环,恒大龙城,2室1厅1厨1卫,低楼层 (共13层),81.44㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-04-05,商品房,2023-04-05,普通住宅,未满两年,非共有,"
                                有抵押 33万元 客户偿还
                              ",已上传房本照片,2021121569j7d
75.0,7460,黄陂 盘龙城 三至四环,鼎鑫摩卡小镇,3室2厅1厨1卫,低楼层 (共34层),100.54㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,暂无数据,2023-09-05,商品房,2023-03-10,普通住宅,未满两年,非共有,"
                                有抵押 50万元 中国银行 业主自还
                              ",已上传房本照片,20230906fR5nX
50.0,4217,黄陂 盘龙城 三至四环,汉口北SOHO,3室2厅1厨1卫,低楼层 (共24层),118.58㎡,平层,118㎡,板楼,东南,钢混结构,简装,两梯四户,有,暂无数据,2023-05-23,商品房,2023-06-29,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,2023062995Er8 
68.0,7183,黄陂 黄陂其它 四环外,融侨方圆,3室2厅1厨2卫,低楼层 (共15层),94.67㎡,平层,78㎡,板塔结合,东南,砖混结构,精装,一梯四户,有,暂无数据,2023-10-03,商品房,2023-10-03,普通住宅,未满两年,共有,"
                                有抵押 45万元 业主自还
                              ",已上传房本照片,20231003PGgCJ
76.0,8872,黄陂 盘龙城 三至四环,F绿岛,2室2厅1厨1卫,中楼层 (共15层),85.67㎡,平层,69.16㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-08-22,商品房,2022-02-18,普通住宅,未满两年,非共有,"
                                有抵押 60万元 建行 客户偿还
                              ",已上传房本照片,20221218RnbUF
75.0,6946,黄陂 汉口北 ,湖景佳园,3室2厅1厨1卫,中楼层 (共30层),107.98㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-10-19,拆迁还建房,2023-10-19,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,202310159dURj
65.0,7189,黄陂 盘龙城 ,08经典,3室2厅1厨1卫,高楼层 (共18层),90.42㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,2023-04-24,商品房,2022-11-18,普通住宅,未满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,20230425TLAR2
80.0,7417,黄陂 黄陂其它 三至四环,中南拂晓城,3室2厅1厨2卫,高楼层 (共16层),107.87㎡,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-03-19,商品房,2023-03-13,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230320r1JqZ
78.0,9697,黄陂 盘龙城 三至四环,万润橄榄城,2室2厅1厨1卫,低楼层 (共15层),80.44㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,2022-11-18,商品房,2022-12-24,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,20221203PCbtq
68.0,8860,黄陂 盘龙城 三至四环,万润橄榄城,2室1厅1厨1卫,中楼层 (共17层),76.75㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,2023-10-08,商品房,2022-08-22,普通住宅,未满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,20231009s2HkR
76.0,9095,黄陂 盘龙城 三至四环,鼎鑫摩卡小镇,3室2厅1厨1卫,中楼层 (共34层),83.57㎡,平层,65.38㎡,板楼,南,钢混结构,精装,三梯六户,有,暂无数据,2023-07-21,商品房,2023-07-27,普通住宅,未满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,20230727ULLrl
75.0,8075,黄陂 盘龙城 ,F、雅园,3室2厅1厨1卫,低楼层 (共18层),92.88㎡,平层,92㎡,塔楼,西南,钢混结构,精装,两梯六户,有,暂无数据,2023-07-02,商品房,2023-07-07,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230630yB2uZ
75.0,8113,黄陂 盘龙城 三至四环,万润橄榄城,3室2厅1厨1卫,中楼层 (共16层),92.45㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-10-08,商品房,2022-10-12,普通住宅,未满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,20220722nhH45
80.0,6093,黄陂 盘龙城 ,28街,4室2厅1厨1卫,高楼层 (共5层),131.31㎡,复式,115.85㎡,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-01-08,商品房,2023-01-04,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230110dMRwo	
23.0,5151,黄陂 黄陂其它 ,金寓,2室2厅1厨2卫,低楼层 (共24层),44.66㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-09-28,商品房,2022-05-17,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20221109whTYg
23.0,5151,黄陂 黄陂其它 ,金寓,2室2厅1厨2卫,低楼层 (共24层),44.66㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-09-28,商品房,2022-05-17,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20221109whTYg
79.0,8585,黄陂 盘龙城 三至四环,恒大龙城,3室1厅1厨1卫,中楼层 (共12层),92.03㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,有,暂无数据,2022-07-13,商品房,2022-07-01,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220714B7FxO
79.0,8585,黄陂 盘龙城 三至四环,恒大龙城,3室1厅1厨1卫,中楼层 (共12层),92.03㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,有,暂无数据,2022-07-13,商品房,2022-07-01,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220714B7FxO
76.0,8446,黄陂 汉口北 三至四环,卓尔生活城,3室2厅1厨1卫,中楼层 (共18层),89.99㎡,平层,72.05㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-03-04,商品房,2023-01-05,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230305YjZDx
73.0,7802,黄陂 黄陂其它 ,嬉空间北回归线,3室2厅1厨1卫,低楼层 (共33层),93.57㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,暂无数据,2022-10-15,商品房,2022-06-25,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20220722ifCsM
80.0,9193,黄陂 汉口北 三至四环,卓尔生活城二期湖湾,2室1厅1厨1卫,高楼层 (共24层),87.03㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-11-08,商品房,2023-11-08,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,202302084HQDF
65.0,12168,黄陂 盘龙城 三至四环,华虹领航城,3室2厅1厨2卫,中楼层 (共7层),53.42㎡,复式,暂无数据,塔楼,南,钢混结构,精装,一梯三十六户,有,暂无数据,2023-05-24,商品房,2023-08-08,商住两用,未满两年,共有,"
                                有抵押 7万元
                              ",已上传房本照片,20230810oqJsd
78.0,8784,黄陂 盘龙城 三至四环,巢上城御墅,3室2厅1厨1卫,高楼层 (共28层),88.8㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-07-03,商品房,2023-07-03,普通住宅,未满两年,非共有,"
                                有抵押 20万元 建设银行 业主自还
                              ",已上传房本照片,20230706HpO1v
75.0,7654,黄陂 黄陂其它 三至四环,中南拂晓城,3室2厅1厨2卫,中楼层 (共16层),97.99㎡,平层,79.08㎡,板楼,南,钢混结构,精装,一梯三户,有,暂无数据,2023-06-29,商品房,2022-06-09,普通住宅,未满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,20230630mtH4I
45.0,11231,黄陂 盘龙城 ,日月山水西区,1室1厅1厨1卫,高楼层 (共18层),40.07㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯三户,有,暂无数据,2023-11-04,商品房,2023-10-09,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231025CCTK3
73.0,7502,黄陂 黄陂其它 三至四环,中南拂晓城,3室2厅1厨2卫,低楼层 (共16层),97.31㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-06-25,商品房,2022-07-01,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221024c542o
75.0,8592,黄陂 盘龙城 三至四环,兰江公园里,2室2厅1厨1卫,低楼层 (共30层),87.3㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-25,商品房,2023-11-25,普通住宅,未满两年,非共有,"
                                有抵押 65万元 中国银行 金融公司垫资
                              ",已上传房本照片,20231125Nhcym
45.0,6539,黄陂 汉口北 ,二八八社区,2室2厅1厨1卫,高楼层 (共6层),68.82㎡,平层,54㎡,塔楼,南,砖混结构,其他,暂无数据,暂无数据,暂无数据,2023-11-07,商品房,2021-12-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231107Ccxri
78.0,14526,黄陂 盘龙城 ,香奈天鹅湖,3室2厅1厨2卫,低楼层 (共6层),53.7㎡,复式,暂无数据,板楼,南,钢混结构,精装,暂无数据,无,暂无数据,2023-10-16,商品房,2017-08-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201020slDBC
80.0,8994,黄陂 盘龙城 ,F、空港中心城,2室2厅1厨1卫,中楼层 (共30层),88.95㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-07,商品房,2023-11-06,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230308cL5UE
65.0,9436,黄陂 汉口北 ,长江青年城B区,2室1厅1厨1卫,低楼层 (共28层),68.89㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-24,商品房,2023-11-27,普通住宅,未满两年,非共有,"
                                有抵押 33万元 建设银行 业主自还
                              ",已上传房本照片,20231127ooq4D
43.0,10898,黄陂 盘龙城 ,中城时代商业街,2室1厅1厨1卫,高楼层 (共4层),39.46㎡,复式,暂无数据,板楼,南,钢混结构,其他,两梯二十户,有,暂无数据,2023-11-08,商品房,2023-05-01,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231106n7mBJ
63.0,9135,黄陂 汉口北 ,长江青年城B区,2室1厅1厨1卫,低楼层 (共28层),68.97㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-25,商品房,2023-11-25,普通住宅,未满两年,非共有,"
                                有抵押 35万元 建设银行 业主自还
                              ",已上传房本照片,20231125L5Z8q
35.0,4165,黄陂 汉口北 三至四环,汉口北1号公馆,2室2厅1厨1卫,高楼层 (共28层),84.05㎡,平层,暂无数据,塔楼,东 南,钢混结构,精装,三梯二十二户,有,暂无数据,2023-11-24,商品房,2022-09-07,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231124KZdoN
71.0,7613,黄陂 黄陂其它 三至四环,汉北水晶城,2室2厅1厨1卫,高楼层 (共26层),93.27㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-22,商品房,2023-11-22,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20220603kgwo7
76.0,7870,黄陂 汉口北 ,御景国际,3室2厅1厨1卫,高楼层 (共15层),96.57㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2022-04-11,商品房,2021-12-17,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20220413dtGA3
69.7,8184,黄陂 盘龙城 三至四环,盘龙理想城,2室2厅1厨1卫,低楼层 (共33层),85.17㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-03-05,商品房,2023-02-28,普通住宅,未满两年,非共有,"
                                有抵押 48万元
                              ",已上传房本照片,202303059iHwa
61.0,10289,黄陂 盘龙城 三至四环,珩生领袖城,2室2厅1厨1卫,高楼层 (共18层),59.29㎡,复式,暂无数据,板楼,西,钢混结构,其他,两梯八户,有,暂无数据,2023-05-29,商品房,2022-06-05,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,	20230602NEB3W
63.0,7485,黄陂 盘龙城 三至四环,名流人和天地六期,2室2厅1厨1卫,高楼层 (共30层),84.17㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯五户,有,暂无数据,2023-04-08,商品房,2023-11-03,普通住宅,未满两年,共有,"
                                有抵押 12万元 建设银行 客户偿还
                              ",已上传房本照片,20231106w9KUT
76.0,8866,黄陂 盘龙城 三至四环,天汇龙城,2室2厅1厨1卫,中楼层 (共34层),85.73㎡,平层,暂无数据,板楼,北 南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-06-25,商品房,2023-02-03,普通住宅,未满两年,非共有,"
                                有抵押 59万元 工商银行 金融公司垫资
                              ",已上传房本照片,20230625eGn0Y
80.0,9792,黄陂 盘龙城 三至四环,恒大龙城,2室1厅1厨1卫,中楼层 (共12层),81.7㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯六户,有,暂无数据,2023-04-04,商品房,2023-04-04,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220521wvePD	
70.0,7711,黄陂 盘龙城 ,名流人和天地三期,2室2厅1厨1卫,中楼层 (共11层),90.78㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,暂无数据,2023-02-12,商品房,2023-02-15,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20201228CBREH
80.0,11955,黄陂 盘龙城 ,香奈天鹅湖,3室1厅0厨0卫,低楼层 (共4层),66.92㎡,复式,暂无数据,暂无数据,东南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-06-28,商品房,2022-04-28,普通住宅,未满两年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,20230628UNHP0
63.0,6494,黄陂 盘龙城 三至四环,珩生领袖城,2室2厅1厨1卫,高楼层 (共22层),97.02㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-07-13,商品房,2023-07-17,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,	2023071977w7Y
73.0,10611,黄陂 汉口北 ,长江青年城B区,2室2厅1厨1卫,中楼层 (共33层),68.8㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,其他,三梯六户,有,暂无数据,2023-03-26,商品房,2023-02-23,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230315aThc3
73.0,8086,黄陂 盘龙城 三至四环,山海观,2室2厅1厨1卫,低楼层 (共32层),90.28㎡,平层,66.92㎡,板塔结合,西,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-08-28,商品房,2023-03-24,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230830a2Jnd
73.0,8353,黄陂 盘龙城 三至四环,兰江公园里,2室1厅1厨1卫,中楼层 (共29层),87.4㎡,平层,67.01㎡,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-05-27,商品房,2023-05-25,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230605wrWZQ
73.0,8353,黄陂 盘龙城 三至四环,兰江公园里,2室1厅1厨1卫,中楼层 (共29层),87.4㎡,平层,67.01㎡,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-05-27,商品房,2023-05-25,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230605wrWZQ
20.0,5400,黄陂 盘龙城 三至四环,奥特莱斯V公寓,1室0厅1厨1卫,中楼层 (共16层),37.04㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯二十二户,有,暂无数据,2023-10-10,商品房,2022-10-08,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,202311049qDnE
68.0,7951,黄陂 盘龙城 三至四环,恒达·盘龙湾荷苑,2室2厅1厨1卫,低楼层 (共33层),85.53㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯四户,有,暂无数据,2023-06-19,商品房,2022-10-14,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202306194xKFs
77.0,10047,黄陂 盘龙城 三至四环,兰江公园里,2室2厅1厨1卫,高楼层 (共27层),76.64㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-10-11,商品房,2022-10-12,普通住宅,未满两年,非共有,"
                                有抵押 20万元 中国银行
                              ",已上传房本照片,2023101284Zo7
50.0,8587,黄陂 盘龙城 三至四环,珩生领袖城,1室1厅1厨1卫,高楼层 (共28层),58.23㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯六户,有,暂无数据,2023-03-25,商品房,2021-11-30,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230325ZBGWB
53.0,6286,黄陂 汉口北 ,御景国际,2室2厅1厨1卫,低楼层 (共16层),84.32㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-05-04,商品房,2023-05-04,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230503Ub5O5
77.0,7598,黄陂 盘龙城 ,天汇龙城龙湖苑,3室1厅1厨2卫,高楼层 (共33层),101.35㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-04-10,商品房,2023-04-10,普通住宅,未满两年,非共有,"
                                有抵押 58万元 银行 金融公司垫资
                              ",已上传房本照片,20230414CcK26
42.0,11677,黄陂 盘龙城 三至四环,歌林花园,1室1厅1厨1卫,中楼层 (共18层),35.97㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯六户,有,暂无数据,2023-11-07,商品房,2020-11-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230316biU9f
75.0,8596,黄陂 盘龙城 ,天汇龙城龙湖苑,2室1厅1厨1卫,高楼层 (共46层),87.26㎡,平层,暂无数据,板楼,南 北,混合结构,精装,两梯四户,有,暂无数据,2022-05-15,商品房,2022-05-18,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,202205181JeF2
78.0,8988,黄陂 盘龙城 三至四环,珑璟轩,2室1厅1厨1卫,中楼层 (共26层),86.79㎡,平层,暂无数据,板楼,东南,钢混结构,其他,两梯四户,有,暂无数据,2023-05-28,商品房,2019-08-26,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230528vCEaT
79.0,9217,黄陂 盘龙城 三至四环,天纵城,2室2厅1厨1卫,高楼层 (共33层),85.72㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯五户,有,暂无数据,2022-06-23,商品房,2022-08-08,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220812m1RYS
20.0,4950,黄陂 盘龙城 三至四环,奥特莱斯V公寓,1室1厅1厨1卫,中楼层 (共16层),40.41㎡,平层,暂无数据,塔楼,北,钢混结构,其他,三梯二十二户,有,暂无数据,2023-11-02,商品房,2016-05-18,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231102Qwmv2
68.0,12565,黄陂 盘龙城 三至四环,盘龙古肆·巢立方,2室2厅1厨1卫,低楼层 (共2层),54.12㎡,平层,50.36㎡,塔楼,南,钢混结构,毛坯,暂无数据,无,暂无数据,2023-10-09,商品房,2022-11-10,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,202311152p833
60.0,7004,黄陂 盘龙城 三至四环,F绿岛,3室2厅1厨1卫,高楼层 (共15层),85.67㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-08-24,商品房,2022-09-22,普通住宅,未满两年,非共有,"
                                有抵押 30万元 30 客户偿还
                              ",已上传房本照片,20231023csQUQ
59.0,6605,黄陂 汉口北 ,湖景佳园,2室2厅1厨1卫,中楼层 (共30层),89.33㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-04-12,拆迁还建房,2022-06-30,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230412MMVj7
69.0,8152,黄陂 盘龙城 ,天汇龙城龙湖苑,2室2厅1厨1卫,高楼层 (共33层),84.65㎡,平层,65.57㎡,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-05-11,商品房,2023-03-11,普通住宅,未满两年,非共有,"
                                有抵押 42万元
                              ",已上传房本照片,202305128YMGr
60.0,8710,黄陂 汉口北 ,长江青年城B区,2室2厅1厨1卫,中楼层 (共28层),68.89㎡,平层,50.89㎡,暂无数据,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-09-11,商品房,2023-02-07,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230711gf3xw
55.0,9950,黄陂 盘龙城 ,08经典,2室1厅1厨1卫,中楼层 (共18层),55.28㎡,复式,暂无数据,板楼,南,钢混结构,简装,两梯六户,有,暂无数据,2023-09-04,商品房,2022-06-15,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220807JGHYt
70.0,8771,黄陂 盘龙城 三至四环,万润橄榄城,2室2厅1厨1卫,低楼层 (共15层),79.81㎡,平层,64.24㎡,板楼,南,钢混结构,其他,两梯六户,有,暂无数据,2022-04-12,商品房,2021-12-23,普通住宅,满两年,非共有,"
                                有抵押 43万元
                              ",已上传房本照片,20220412LOXJd
60.0,10782,黄陂 盘龙城 ,中城时代商业街,3室2厅1厨2卫,中楼层 (共4层),55.65㎡,复式,暂无数据,板楼,南,钢混结构,精装,暂无数据,无,暂无数据,2022-10-29,商品房,2022-11-08,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221108LBjx8
72.0,7637,黄陂 武湖 三至四环,万安盛世年华二期,3室2厅1厨1卫,低楼层 (共18层),94.29㎡,平层,75.49㎡,塔楼,南,钢混结构,简装,两梯四户,有,暂无数据,2022-07-19,商品房,2022-01-08,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,202207195LZhi
78.0,6765,黄陂 武湖 三至四环,紫轩时代广场,3室1厅1厨2卫,中楼层 (共30层),115.31㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,暂无数据,2022-06-13,商品房,2022-06-01,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,2022040910jRP
65.0,10907,黄陂 盘龙城 三至四环,珩生领袖城,3室1厅1厨1卫,高楼层 (共18层),59.6㎡,平层,暂无数据,板楼,西,钢混结构,其他,两梯八户,有,暂无数据,2023-08-19,商品房,2022-05-30,普通住宅,未满两年,共有,"
                                有抵押 40万元
                              ",已上传房本照片,202308192auXc
59.0,7088,黄陂 盘龙城 三至四环,汉飞洋房印象,2室1厅1厨2卫,低楼层 (共7层),83.24㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯三户,有,暂无数据,2022-09-08,商品房,2022-09-09,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20200109aSeZk
80.0,9760,黄陂 盘龙城 三至四环,恒大龙城,2室2厅1厨1卫,中楼层 (共12层),81.97㎡,平层,暂无数据,板楼,东南,钢混结构,其他,一梯六户,有,暂无数据,2022-09-22,商品房,2022-06-27,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20210722XoLpQ
78.0,7971,黄陂 盘龙城 三至四环,恒大名都,3室2厅1厨1卫,高楼层 (共18层),97.86㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-07-18,商品房,2023-04-20,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20230830UZPHQ
