总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
54.0,4982,汉南 汉南其它 四环外,星悦湾,3室2厅1厨2卫,低楼层 (共28层),108.4㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-06-30,商品房,2021-05-11,普通住宅,满两年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,20230630KLOqv
60.0,5209,汉南 汉南其它 四环外,圣特立国际花园,3室2厅1厨2卫,高楼层 (共32层),115.2㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-02-05,商品房,2021-02-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230201sxs77
82.0,6092,汉南 汉南其它 ,绿地城南岛马影河畔B,4室2厅1厨2卫,高楼层 (共11层),134.61㎡,平层,112.45㎡,暂无数据,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-10-02,商品房,2020-07-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231002OQsi8
52.0,4401,汉南 汉南其它 ,幸福家园小区,3室2厅1厨2卫,高楼层 (共16层),118.18㎡,平层,93㎡,暂无数据,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-10-02,拆迁还建房,2021-07-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230129pt87n
58.0,5127,汉南 汉南其它 四环外,圣特立国际花园,3室2厅1厨2卫,高楼层 (共32层),113.13㎡,平层,86.05㎡,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-09-26,商品房,2019-05-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230404VeYUK
47.0,4982,汉南 汉南其它 四环外,汉南天地,3室1厅1厨1卫,中楼层 (共33层),94.34㎡,平层,69.4㎡,板楼,南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-07-05,商品房,2020-06-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20201201aFrBO
73.0,5582,汉南 汉南其它 四环外,江景湾,4室2厅1厨2卫,中楼层 (共17层),130.8㎡,平层,106.01㎡,板楼,南,框架结构,毛坯,两梯三户,有,暂无数据,2023-06-29,商品房,2021-03-02,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20230407TMivi
45.0,3763,汉南 汉南其它 ,幸福家园小区,3室2厅1厨2卫,低楼层 (共16层),119.6㎡,平层,94.29㎡,暂无数据,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-07-02,拆迁还建房,2021-02-23,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230703rQ25Q
63.0,4765,汉南 汉南其它 ,碧桂园桂湖映月,3室2厅1厨2卫,高楼层 (共18层),132.24㎡,平层,109.67㎡,暂无数据,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-10-04,商品房,2014-11-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231004nE7Mi
65.0,5224,汉南 汉南其它 四环外,圣特立国际花园,3室2厅1厨2卫,中楼层 (共17层),124.43㎡,平层,106.43㎡,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-07-12,商品房,2018-07-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230401iWkqi
68.0,5610,汉南 汉南其它 四环外,圣特立国际花园,3室2厅1厨2卫,中楼层 (共11层),121.23㎡,平层,104.84㎡,暂无数据,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-02-25,商品房,2016-05-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230226umKqE
33.0,3292,汉南 汉南其它 ,凤凰苑,3室2厅1厨1卫,中楼层 (共6层),100.27㎡,平层,88.25㎡,暂无数据,南 北,混合结构,精装,暂无数据,暂无数据,暂无数据,2022-07-18,商品房,2020-12-30,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220720v0EU4
91.0,6320,汉南 汉南其它 四环外,碧桂园凰城悦山湖,4室2厅1厨2卫,高楼层 (共18层),144.01㎡,平层,109.63㎡,板楼,东南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-09-18,商品房,2021-07-02,普通住宅,满两年,共有,"
                                有抵押 70万元 汉口银行
                              ",已上传房本照片,20210717p0Wdc
52.0,4692,汉南 汉南其它 ,碧桂园凰城峰景,3室2厅1厨1卫,低楼层 (共11层),110.84㎡,平层,暂无数据,暂无数据,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-08-02,商品房,2019-01-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200606e7kdH
56.0,4225,汉南 汉南其它 四环外,御景华府,3室2厅1厨2卫,高楼层 (共16层),132.57㎡,平层,暂无数据,暂无数据,南 北,钢混结构,简装,暂无数据,暂无数据,暂无数据,2022-06-18,商品房,2018-06-27,普通住宅,满五年,共有,"
                                有抵押 15万元 建行 客户偿还
                              ",已上传房本照片,20201020IpP4C
60.0,4409,汉南 汉南其它 四环外,汉南天地,4室2厅1厨2卫,中楼层 (共33层),136.1㎡,平层,98.59㎡,板楼,南,钢混结构,其他,两梯两户,有,暂无数据,2023-07-21,商品房,2020-05-22,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200607sRTTs
65.0,4894,汉南 汉南其它 四环外,永丰清华园,3室2厅1厨2卫,高楼层 (共24层),132.83㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-08-18,商品房,2018-08-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220811xjxM6
62.0,5853,汉南 汉南其它 ,绿地城协子河畔A,3室2厅1厨2卫,中楼层 (共23层),105.94㎡,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-07-02,商品房,2021-05-26,普通住宅,满两年,共有,"
                                有抵押 45万元
                              ",已上传房本照片,20230608L1HQI
72.0,5581,汉南 汉南其它 四环外,锦深汉南公馆,3室2厅1厨2卫,中楼层 (共24层),129.02㎡,平层,暂无数据,板楼,东南,框架结构,毛坯,两梯四户,有,暂无数据,2023-04-07,商品房,2020-08-27,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20211216JdTgT
80.0,5930,汉南 汉南其它 ,绿地城南岛马影河畔B,4室2厅1厨2卫,低楼层 (共11层),134.91㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,一梯两户,有,暂无数据,2023-02-24,商品房,2021-10-12,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20220211tCNsZ
35.0,3541,汉南 汉南其它 ,建新花园,2室2厅1厨1卫,低楼层 (共6层),98.85㎡,平层,88.42㎡,暂无数据,南 北,混合结构,其他,暂无数据,暂无数据,暂无数据,2023-11-06,商品房,2015-07-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231112LcAaK
48.0,5307,汉南 汉南其它 ,南色鑫空,2室2厅1厨1卫,低楼层 (共18层),90.46㎡,平层,75㎡,板塔结合,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-11-09,商品房,2018-06-20,普通住宅,满五年,共有,"
                                有抵押 41万元
                              ",已上传房本照片,20210219l7JHn
54.0,5658,汉南 汉南其它 ,绿地城北岛孝贤坊,3室2厅1厨2卫,低楼层 (共7层),95.45㎡,平层,暂无数据,暂无数据,南,钢混结构,简装,一梯两户,有,暂无数据,2022-03-31,商品房,2021-04-07,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20220331hBycU
22.5,3987,汉南 汉南其它 ,薇湖路,2室1厅1厨1卫,中楼层 (共7层),56.44㎡,平层,暂无数据,暂无数据,南 北,混合结构,其他,暂无数据,暂无数据,暂无数据,2023-11-01,商品房,1994-12-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231102CjsMS
45.0,5221,汉南 汉南其它 ,南国江城,2室2厅1厨1卫,低楼层 (共6层),86.2㎡,平层,75.29㎡,塔楼,南,混合结构,其他,暂无数据,无,暂无数据,2023-11-07,商品房,2011-05-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231109hxZW4
106.0,7406,汉南 汉南其它 四环外,碧桂园凤凰湾,4室2厅1厨2卫,低楼层 (共17层),143.13㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2021-05-09,商品房,2021-05-03,普通住宅,满两年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,20210509KLiML
65.0,4916,汉南 汉南其它 ,碧桂园桂湖映月,3室1厅1厨2卫,低楼层 (共18层),132.24㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-07-10,商品房,2018-11-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200531djhxP
60.0,6137,汉南 汉南其它 ,绿地城北岛左岸,3室2厅1厨1卫,高楼层 (共7层),97.77㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,暂无数据,2022-10-26,商品房,2018-10-09,普通住宅,满五年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,20220410m8Fyd
55.0,3600,汉南 汉南其它 ,梦泽园,4室1厅1厨2卫,高楼层 (共7层),152.78㎡,平层,暂无数据,塔楼,南,混合结构,毛坯,暂无数据,暂无数据,暂无数据,2022-09-16,商品房,2018-04-28,普通住宅,满五年,非共有,"
                                有抵押 50万元 客户偿还
                              ",已上传房本照片,20200613pKpy9
120.0,7121,汉南 汉南其它 ,绿地城北岛左岸,4室2厅1厨3卫,高楼层 (共11层),168.53㎡,复式,140.79㎡,板楼,南 北,框架结构,精装,一梯两户,有,暂无数据,2023-05-07,商品房,2020-05-28,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202305072kir1
73.0,5346,汉南 汉南其它 四环外,圣特立国际花园,3室2厅1厨2卫,中楼层 (共10层),136.57㎡,平层,116.43㎡,暂无数据,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2021-12-30,商品房,2020-06-17,普通住宅,满两年,共有,"
                                有抵押 60万元 农行 客户偿还
                              ",已上传房本照片,20201117LaFBP
68.0,5391,汉南 汉南其它 四环外,东庭郡园,3室2厅1厨2卫,低楼层 (共16层),126.14㎡,平层,103.26㎡,板塔结合,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-03-15,商品房,2020-08-28,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,20220330kD9oj
60.0,4924,汉南 汉南其它 ,碧桂园翠堤春晓,4室2厅1厨2卫,中楼层 (共6层),121.87㎡,平层,106.19㎡,板楼,南,钢混结构,精装,暂无数据,无,暂无数据,2020-10-23,商品房,2017-06-12,普通住宅,满五年,非共有,"
                                有抵押 39万元
                              ",已上传房本照片,20201026b3TxZ
57.8,4833,汉南 汉南其它 ,幸福家园小区,3室2厅1厨2卫,中楼层 (共16层),119.6㎡,平层,暂无数据,暂无数据,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-07-06,商品房,2021-01-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210527qDTIL
131.0,8882,汉南 汉南其它 ,绿地城北岛左岸,4室2厅1厨2卫,中楼层 (共4层),147.5㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-09-01,商品房,2020-05-25,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20200606ivvAv
50.0,5690,汉南 汉南其它 ,绿地城协子河畔A,3室2厅1厨1卫,低楼层 (共34层),87.88㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-08,商品房,2021-04-19,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,	20231108l1rfQ
52.0,4522,汉南 汉南其它 ,汉南大道619号,3室2厅1厨1卫,高楼层 (共6层),115㎡,平层,暂无数据,暂无数据,南 西,混合结构,简装,暂无数据,暂无数据,暂无数据,2023-08-09,商品房,2019-08-10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230809U63o2
60.0,5483,汉南 汉南其它 ,薇湖水岸,3室2厅1厨1卫,高楼层 (共12层),109.43㎡,平层,暂无数据,暂无数据,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2022-08-25,商品房,2017-02-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230205lHtTr
62.0,5988,汉南 汉南其它 四环外,碧桂园凰城悦山湖,3室2厅1厨2卫,中楼层 (共34层),103.55㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-04,商品房,2022-02-04,普通住宅,未满两年,非共有,"
                                有抵押 7万元 业主自还
                              ",已上传房本照片,20231104QCdXr
49.9,5822,汉南 汉南其它 ,碧桂园凰城峰景,3室1厅1厨1卫,中楼层 (共11层),85.71㎡,平层,70.44㎡,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2023-06-20,商品房,2015-01-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230617bP6Kh
53.0,6185,汉南 汉南其它 四环外,紫阳楚世家,3室2厅1厨1卫,低楼层 (共24层),85.7㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-02,商品房,2019-11-04,普通住宅,满两年,共有,"
                                有抵押 32万元
                              ",已上传房本照片,20200518rTSVK
69.0,5898,汉南 汉南其它 ,碧桂园翠堤春晓,3室2厅1厨2卫,低楼层 (共6层),116.99㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,无,暂无数据,2022-12-26,商品房,2013-04-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230224FXZPs
62.0,5347,汉南 汉南其它 四环外,江景湾,3室2厅1厨2卫,低楼层 (共17层),115.96㎡,平层,93.7㎡,板楼,南 北,钢混结构,其他,两梯三户,有,暂无数据,2023-06-09,商品房,2020-08-25,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202306091PO7Z
65.0,6922,汉南 汉南其它 四环外,兰亭风华,3室1厅1厨1卫,中楼层 (共33层),93.91㎡,平层,暂无数据,板楼,东南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-10-30,商品房,2021-08-27,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202311036pvY8
45.0,4235,汉南 汉南其它 ,梦泽园,3室2厅1厨2卫,高楼层 (共7层),106.28㎡,平层,95.75㎡,板楼,南 北,框架结构,其他,暂无数据,暂无数据,暂无数据,2023-06-30,商品房,2014-11-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220928Dg2LI
63.0,4859,汉南 汉南其它 四环外,汉南天地,4室2厅1厨2卫,低楼层 (共33层),129.67㎡,平层,95.39㎡,板楼,南,钢混结构,其他,两梯三户,有,暂无数据,2023-06-20,商品房,2020-06-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202307070k1qe
51.0,5363,汉南 汉南其它 ,峰悦,3室2厅1厨1卫,中楼层 (共11层),95.11㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-02-26,商品房,2018-03-09,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,2022112046jB0
53.0,4778,汉南 汉南其它 四环外,汉南天地,3室2厅1厨2卫,中楼层 (共33层),110.94㎡,平层,82.35㎡,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2022-09-25,商品房,2018-12-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202205038S1fH
83.0,5769,汉南 汉南其它 四环外,江景湾,3室1厅1厨2卫,中楼层 (共17层),143.88㎡,平层,119.54㎡,板楼,南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-06-29,商品房,2020-05-05,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230629Ve36Y
50.0,3957,汉南 汉南其它 ,碧桂园翠堤春晓,3室2厅1厨2卫,中楼层 (共18层),126.37㎡,平层,104.46㎡,暂无数据,南,钢混结构,其他,两梯四户,有,暂无数据,2022-05-26,商品房,2012-07-03,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200521Ioedx
68.5,5133,汉南 汉南其它 四环外,永丰清华园,4室2厅1厨2卫,低楼层 (共24层),133.47㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-05-16,商品房,2018-04-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210206r6w4p
87.0,6464,汉南 汉南其它 ,绿地城南岛马影河畔B,3室2厅2厨1卫,高楼层 (共11层),134.61㎡,平层,暂无数据,暂无数据,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-10-07,商品房,2020-01-19,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231007kyqam
70.0,6662,汉南 汉南其它 ,绿地城协子河畔A,3室2厅1厨2卫,中楼层 (共32层),105.08㎡,平层,81.41㎡,暂无数据,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-04-10,商品房,2021-05-18,普通住宅,满两年,非共有,"
                                有抵押 48万元 建设银行
                              ",已上传房本照片,20230410IIYeh
87.0,6464,汉南 汉南其它 ,绿地城南岛马影河畔B,3室2厅2厨1卫,高楼层 (共11层),134.61㎡,平层,暂无数据,暂无数据,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-10-07,商品房,2020-01-19,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231007kyqam
62.0,4725,汉南 汉南其它 四环外,御景华府,3室2厅1厨2卫,中楼层 (共11层),131.22㎡,平层,109.43㎡,暂无数据,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-06-20,商品房,2016-05-17,普通住宅,满五年,非共有,"
                                有抵押 8万元 客户偿还
                              ",已上传房本照片,20220605YPAT5
71.0,4988,汉南 汉南其它 四环外,航城丽都,4室2厅1厨2卫,中楼层 (共26层),142.35㎡,平层,110.39㎡,板楼,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-06-20,商品房,2021-09-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230705erWRw
65.0,5145,汉南 汉南其它 四环外,汉武国际城,3室2厅1厨2卫,高楼层 (共16层),126.35㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-03-16,商品房,2017-07-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210102rCSBs
65.0,4776,汉南 汉南其它 四环外,汉南天地,4室2厅1厨2卫,中楼层 (共33层),136.1㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,暂无数据,2023-07-23,商品房,2021-08-17,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230723KUpsJ
72.0,6018,汉南 汉南其它 四环外,圣特立国际花园,3室2厅1厨2卫,低楼层 (共18层),119.66㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-05-18,商品房,2017-08-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202111051nxo6
59.0,5403,汉南 汉南其它 ,御景华府二期,3室2厅1厨2卫,中楼层 (共16层),109.2㎡,平层,88.21㎡,暂无数据,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-09-10,商品房,2021-10-07,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20230910hxhkt
68.0,5733,汉南 汉南其它 ,绿地城协子河畔A,4室2厅1厨2卫,高楼层 (共33层),118.63㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2022-03-10,商品房,2021-04-07,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220116UGpCO
53.0,6175,汉南 汉南其它 ,碧桂园凰城峰景,3室2厅1厨1卫,中楼层 (共11层),85.84㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯三户,有,暂无数据,2023-02-18,商品房,2020-08-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220218XehWO
65.0,6209,汉南 汉南其它 ,绿地城协子河畔A,3室2厅1厨2卫,高楼层 (共33层),104.69㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,有,暂无数据,2022-08-27,商品房,2021-06-18,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20210731IvKN1
90.0,6675,汉南 汉南其它 ,绿地城北岛左岸,4室2厅1厨2卫,高楼层 (共11层),134.84㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-10-08,商品房,2021-03-23,普通住宅,满两年,非共有,"
                                有抵押 66万元
                              ",已上传房本照片,20221008JIiuW
92.0,6802,汉南 汉南其它 ,绿地城北岛左岸,4室2厅1厨2卫,高楼层 (共11层),135.27㎡,平层,暂无数据,暂无数据,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-03-03,商品房,2020-11-13,普通住宅,满两年,共有,"
                                有抵押 57万元 交通银行
                              ",已上传房本照片,20220315UYNG7
88.0,6527,汉南 汉南其它 ,绿地城北岛左岸,4室1厅1厨2卫,中楼层 (共11层),134.84㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,一梯两户,有,暂无数据,2022-10-08,商品房,2020-10-15,普通住宅,满两年,非共有,"
                                有抵押 70万元
                              ",已上传房本照片,20220924suC2h
43.0,3710,汉南 汉南其它 ,凤凰苑,3室2厅1厨2卫,中楼层 (共6层),115.91㎡,平层,104.02㎡,暂无数据,南 北,未知结构,其他,暂无数据,暂无数据,暂无数据,2023-09-30,商品房,2015-07-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230826p3n9P
54.5,5419,汉南 汉南其它 四环外,东庭郡园,3室2厅1厨1卫,低楼层 (共16层),100.58㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,暂无数据,2023-02-04,商品房,2020-12-10,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20210108W9KND
80.0,5872,汉南 汉南其它 ,绿地城北岛孝贤坊,4室2厅1厨2卫,高楼层 (共11层),136.24㎡,平层,112.38㎡,暂无数据,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-07-23,商品房,2020-09-22,普通住宅,满两年,共有,"
                                有抵押 39万元 农业银行
                              ",已上传房本照片,20230618wAmuL
65.0,5145,汉南 汉南其它 四环外,汉武国际城,3室2厅1厨2卫,中楼层 (共16层),126.35㎡,平层,104.84㎡,板楼,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-04-03,商品房,2017-04-03,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,20230404aeVGY
51.0,5324,汉南 汉南其它 ,盛世港湾,3室2厅1厨1卫,高楼层 (共18层),95.81㎡,平层,72.64㎡,暂无数据,南 北,钢混结构,其他,两梯三户,有,暂无数据,2023-09-19,商品房,2020-11-10,普通住宅,满两年,共有,"
                                有抵押 33万元 建行
                              ",已上传房本照片,20220621Cn04Y
65.0,5228,汉南 汉南其它 ,锦绣鑫苑,4室2厅1厨2卫,高楼层 (共18层),124.34㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-08-22,商品房,2017-09-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20221020ZQALa
40.0,4075,汉南 汉南其它 ,绿苑路2号,3室2厅1厨1卫,中楼层 (共6层),98.17㎡,平层,98.17㎡,暂无数据,南,未知结构,简装,暂无数据,暂无数据,暂无数据,2023-04-23,商品房,2009-12-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230423bgRro
60.0,5278,汉南 汉南其它 四环外,星悦湾,3室2厅1厨2卫,低楼层 (共30层),113.68㎡,平层,94.18㎡,板楼,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-07-15,商品房,2021-05-12,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230901wJfAL
57.0,5138,汉南 汉南其它 四环外,汉南天地,3室2厅1厨2卫,高楼层 (共33层),110.94㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-04-28,商品房,2019-01-22,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20220625k0KMN
68.0,5750,汉南 汉南其它 四环外,圣特立国际花园,3室1厅1厨2卫,低楼层 (共32层),118.28㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯三户,有,暂无数据,2023-10-17,商品房,2020-10-10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220916abjHH
60.0,6127,汉南 汉南其它 ,绿地城北岛左岸,3室2厅1厨2卫,低楼层 (共12层),97.93㎡,平层,暂无数据,暂无数据,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2022-05-25,商品房,2019-05-05,普通住宅,满两年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,20220522WlJyD
45.0,5121,汉南 汉南其它 ,绿地城协子河畔A,3室2厅1厨1卫,高楼层 (共34层),87.88㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-03-27,商品房,2021-03-18,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,202211238YRSO
45.0,5121,汉南 汉南其它 ,绿地城协子河畔A,3室2厅1厨1卫,高楼层 (共34层),87.88㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-03-27,商品房,2021-03-18,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,202211238YRSO
45.0,3808,汉南 汉南其它 ,幸福家园小区,3室2厅1厨2卫,低楼层 (共16层),118.19㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-07-02,拆迁还建房,2021-07-12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2023070287PmR
59.0,5899,汉南 汉南其它 ,御景华府二期,3室2厅1厨1卫,高楼层 (共15层),100.02㎡,平层,暂无数据,暂无数据,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-10-03,商品房,2020-08-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231004G6gcE
59.0,5899,汉南 汉南其它 ,御景华府二期,3室2厅1厨1卫,高楼层 (共15层),100.02㎡,平层,暂无数据,暂无数据,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-10-03,商品房,2020-08-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231004G6gcE
52.0,5117,汉南 汉南其它 四环外,汉武国际城,3室2厅1厨1卫,高楼层 (共16层),101.63㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,有,暂无数据,2023-08-09,商品房,2020-12-17,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210112JVpED
70.0,6793,汉南 汉南其它 四环外,碧桂园凤凰湾,3室2厅1厨1卫,低楼层 (共24层),103.05㎡,平层,82.03㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-07-12,商品房,2021-04-16,普通住宅,满两年,共有,"
                                有抵押 40万元 公积金 业主自还
                              ",已上传房本照片,202307223vn9y
